session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,Ethnicity (Simplified),First Language,Nationality,Sex,Student Status
5f1156028262e436508277cb,5dcd6c123b0d9a03a746e407,APPROVED,2020-07-17 07:40:54.732000,2020-07-17 07:45:59.555000,304.823,28,72,1,100,2020-07-17 09:20:37.311000,3A147E63,United Kingdom,United Kingdom,Full-Time,Other,English,United Kingdom,Male,No
5f11566802d07c36d8ada449,5f08975495f9770ceb6333d1,APPROVED,2020-07-17 07:42:32.687000,2020-07-17 07:46:46.119000,253.432,22,5,0,100,2020-07-17 09:20:38.404000,3A147E63,United Kingdom,,,Other,,United Kingdom,Male,
5f1158aaeab7444f237175c7,5ec3db37131a0b07906cd053,APPROVED,2020-07-17 07:52:13.305000,2020-07-17 07:56:09.408000,236.103,29,39,1,100,2020-07-17 09:20:39.511000,3A147E63,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",Mixed,English,United Kingdom,Male,Yes
5f115ae26477c34da9c7bd25,5eeddefa177a7322144cbc5e,APPROVED,2020-07-17 08:02:16.662000,2020-07-17 08:11:55.771000,579.109,46,14,0,100,2020-07-17 09:20:40.810000,3A147E63,United Kingdom,United Kingdom,Full-Time,Black,English,United Kingdom,Male,No
5f115cd1b947df4d66cfcd18,5ea4765e87fbfc2bb12bc9bd,APPROVED,2020-07-17 08:16:34.096000,2020-07-17 08:23:13.559000,399.463,22,77,0,100,2020-07-17 09:20:41.860000,3A147E63,United Kingdom,United Kingdom,Part-Time,Mixed,English,United Kingdom,Male,Yes
5f115d1c75206736ca1a904c,5ea9561a5ffd3602a762bca8,APPROVED,2020-07-17 08:11:11.868000,2020-07-17 08:16:40.654000,328.786,25,47,0,100,2020-07-17 09:20:42.944000,3A147E63,United Kingdom,United Kingdom,Full-Time,Mixed,English,United Kingdom,Male,No
5f115d5fd4b3014e69006bb3,5efb4525f0a03906f5e32873,APPROVED,2020-07-17 08:12:15.915000,2020-07-17 08:15:45.756000,209.841,34,15,0,100,2020-07-17 09:20:44.044000,3A147E63,United Kingdom,United Kingdom,Full-Time,Black,English,United Kingdom,Male,No
5f115da657b4764dde7ff8f8,5cf9629a395fa60019ba4d37,APPROVED,2020-07-17 08:13:26.006000,2020-07-17 08:18:18.043000,292.037,19,150,0,100,2020-07-17 09:20:45.316000,3A147E63,United Kingdom,United Kingdom,Other,Asian,English,United Kingdom,Male,Yes
5f115db954ae124deaa5d6df,5d3cc4bd1850400016d2bb66,APPROVED,2020-07-17 08:13:47.524000,2020-07-17 08:19:57.614000,370.09,20,262,0,100,2020-07-17 09:20:46.426000,3A147E63,India,United Kingdom,Due to start a new job within the next month,Asian,English,United Kingdom,Male,Yes
5f115dd6beda9b4dbaed6743,5c0a9edddb82070001bc3d5e,APPROVED,2020-07-17 08:14:17.425000,2020-07-17 08:21:55.435000,458.01,21,304,0,100,2020-07-17 09:20:47.498000,3A147E63,United Kingdom,United Kingdom,Full-Time,Asian,English,United Kingdom,Male,No
5f115de9c384a94e70ea0cc7,5dcc728f380a6790e4fc08fa,APPROVED,2020-07-17 08:14:35.895000,2020-07-17 08:20:51.444000,375.549,32,138,0,100,2020-07-17 09:20:48.542000,3A147E63,United Kingdom,United Kingdom,Full-Time,Mixed,English,United Kingdom,Male,No
5f115e40d0c63d372add5d83,5ede89387863ed0ff6d711e2,APPROVED,2020-07-17 08:16:32.774000,2020-07-17 08:23:59.412000,446.638,36,46,0,100,2020-07-17 09:20:49.766000,3A147E63,United Kingdom,United Kingdom,Full-Time,Mixed,English,United Kingdom,Male,Yes
5f115e60b0273c4d6ad2e402,5ce19e6045dccf00155889a7,APPROVED,2020-07-17 08:16:35.833000,2020-07-17 08:20:43.722000,247.889,25,92,0,100,2020-07-17 09:20:50.880000,3A147E63,United Kingdom,United Kingdom,Full-Time,Mixed,English,United Kingdom,Male,No
5f115ea093ebea4db74c0510,5ee28e445c4bda79bb152afc,APPROVED,2020-07-17 08:17:38.583000,2020-07-17 08:23:47.389000,368.806,23,20,0,100,2020-07-17 09:20:51.940000,3A147E63,United Kingdom,United Kingdom,Unemployed (and job seeking),Mixed,English,United Kingdom,Male,No
5f115ec9beda9b4e1021dd6f,5c4b4cbf34ee9300011cc8f3,APPROVED,2020-07-17 08:18:23.925000,2020-07-17 08:25:54.500000,450.575,30,88,1,100,2020-07-17 09:20:52.997000,3A147E63,Ghana,United Kingdom,Part-Time,Black,Twi,United Kingdom,Male,No
