session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,Ethnicity (Simplified),First Language,Nationality,Sex,Student Status
5f117489b0273c507444fb08,5ef0f94071de8a0b45813aaf,APPROVED,2020-07-17 09:51:05.871000,2020-07-17 09:59:52.381000,526.51,19,2,0,100,2020-07-17 11:37:06.130000,3A147E63,United Kingdom,,,Mixed,,United Kingdom,Male,
5f1174b1114b6a392a5179f5,5e64254e93d41f1b2d458c83,APPROVED,2020-07-17 09:51:46.503000,2020-07-17 10:00:35.083000,528.58,23,57,0,100,2020-07-17 11:37:07.461000,3A147E63,United Kingdom,United Kingdom,Full-Time,Mixed,English,United Kingdom,Male,No
5f1174b65c490e504cdc3770,5aa1f7ba1eda41000136b2f0,APPROVED,2020-07-17 09:51:51.968000,2020-07-17 09:55:12.850000,200.882,27,93,1,100,2020-07-17 11:37:09.607000,3A147E63,United Kingdom,United Kingdom,Full-Time,Asian,English,United Kingdom,Male,No
5f1176970d4c133a6aef3abd,57c8adc4c6c5ed00013fa2a0,APPROVED,2020-07-17 10:00:11.181000,2020-07-17 10:05:31.852000,320.671,27,504,3,100,2020-07-17 11:37:11.820000,3A147E63,United Kingdom,United Kingdom,Part-Time,Black,English,United Kingdom,Male,No
5f1176f70446de0008a01239,5eb9586c64de6702e4c92eac,APPROVED,2020-07-17 10:01:27.700000,2020-07-17 10:08:40.904000,433.204,18,49,0,100,2020-07-17 11:37:14.418000,3A147E63,United Kingdom,United Kingdom,Other,Asian,English,United Kingdom,Male,Yes
5f11777e3e46b03ac65c3e27,5f0495b8daebf80cd275a377,APPROVED,2020-07-17 10:03:45.738000,2020-07-17 10:07:51.745000,246.007,25,9,0,100,2020-07-17 11:37:15.946000,3A147E63,United Kingdom,United Kingdom,Full-Time,Mixed,English,United Kingdom,Male,No
5f1178044c0d5a0009341c09,5ebc42ee1ac8730750020250,APPROVED,2020-07-17 10:05:59.923000,2020-07-17 10:14:45.483000,525.56,37,49,1,100,2020-07-17 11:37:18.340000,3A147E63,Pakistan,,Full-Time,Asian,English,United Kingdom,Male,No
5f11781d0e2c053a9cdd96f3,5ee21e99559f6029210bc2e4,APPROVED,2020-07-17 10:06:23.122000,2020-07-17 10:10:17.501000,234.379,20,19,0,100,2020-07-17 11:37:20.425000,3A147E63,United Kingdom,,,Asian,English,United Kingdom,Male,Yes
5f1178e3de72b0513a45f92b,5b35824a975e260001e9b7a6,APPROVED,2020-07-17 10:09:42.472000,2020-07-17 10:13:43.340000,240.868,36,194,0,100,2020-07-17 11:37:22.324000,3A147E63,United Kingdom,United Kingdom,Full-Time,Asian,English,United Kingdom,Male,No
5f11799925c4d502af227ec4,55d24bb75bc5bc0005d9050d,APPROVED,2020-07-17 10:12:45.711000,2020-07-17 10:17:18.373000,272.662,31,397,4,100,2020-07-17 11:37:24.310000,3A147E63,United Kingdom,United Kingdom,Full-Time,Asian,English,United Kingdom,Male,No
5f1179ba5137205189345721,5c2c9ef99461620001c07159,APPROVED,2020-07-17 10:13:52.724000,2020-07-17 10:35:21.301000,1288.577,50,102,1,100,2020-07-17 11:37:26.862000,3A147E63,United Kingdom,United Kingdom,Full-Time,Asian,English,United Kingdom,Male,No
5f1179ddcd4da73a4de0b49b,5ea01e56f192a5031276f1b9,APPROVED,2020-07-17 10:13:54.887000,2020-07-17 10:17:05.522000,190.635,41,60,1,100,2020-07-17 11:37:29.021000,3A147E63,United Kingdom,United Kingdom,Full-Time,Asian,English,United Kingdom,Male,No
5f117a791dcabb51b3e7e9ce,5e7c85f6ad9157017befd69a,APPROVED,2020-07-17 10:16:35.457000,2020-07-17 10:19:26.769000,171.312,18,66,0,100,2020-07-17 11:37:31.097000,3A147E63,United Kingdom,United Kingdom,Other,Asian,English,United Kingdom,Male,Yes
5f117afa92ec49000cdc2aaa,5e931ccd28ca2b00089b5666,APPROVED,2020-07-17 10:18:50.739000,2020-07-17 10:23:36.312000,285.573,29,51,0,100,2020-07-17 11:37:33.220000,3A147E63,United Kingdom,United Kingdom,Full-Time,Mixed,English,United Kingdom,Male,No
5f117c07cd92f252e5bd6738,5ede0ba8aa67fe02063ffc83,APPROVED,2020-07-17 10:23:05.373000,2020-07-17 10:26:31.527000,206.154,28,23,0,100,2020-07-17 11:37:35.388000,3A147E63,United Kingdom,United Kingdom,Full-Time,Mixed,English,United Kingdom,Male,No
5f117c0cab1bd2000cf472a4,5b5315d7303c33000165a984,APPROVED,2020-07-17 10:23:13.148000,2020-07-17 10:28:46.639000,333.491,38,200,1,100,2020-07-17 11:37:37.386000,3A147E63,United Kingdom,United Kingdom,DATA EXPIRED,Asian,English,United Kingdom,Male,No
5f117cb4f896a53b0ddff065,5eaedfc7d01fd2064f073bf9,APPROVED,2020-07-17 10:25:59.141000,2020-07-17 10:29:56.300000,237.159,26,54,0,100,2020-07-17 11:37:39.297000,3A147E63,India,United Kingdom,Full-Time,Asian,English,United Kingdom,Male,No
5f117cdfe8f23e519ab65544,5eeb85067c83c6318a1dd2d3,APPROVED,2020-07-17 10:26:51.081000,2020-07-17 10:31:54.879000,303.798,23,24,0,100,2020-07-17 11:37:41.569000,3A147E63,United Kingdom,United Kingdom,Full-Time,Mixed,English,United Kingdom,Male,No
5f117d7dc384a9530c089345,5ced2f11a7afdc00166f869b,APPROVED,2020-07-17 10:29:19.484000,2020-07-17 10:40:20.041000,660.557,20,30,0,100,2020-07-17 11:37:43.856000,3A147E63,United Kingdom,United Kingdom,Other,Mixed,English,United Kingdom,Male,Yes
5f117e23beda9b529ecb8941,5bf2d027157eff00013f0d58,APPROVED,2020-07-17 10:32:04.953000,2020-07-17 10:40:48.645000,523.692,29,150,0,100,2020-07-17 11:37:45.899000,3A147E63,United Kingdom,United Kingdom,Full-Time,Mixed,English,United Kingdom,Male,No
5f117e3ebeda9b52f2307605,5e3878bdb7fe58049b837ea9,APPROVED,2020-07-17 10:32:32.175000,2020-07-17 10:35:46.495000,194.32,19,158,2,100,2020-07-17 11:37:47.888000,3A147E63,United Kingdom,United Kingdom,Part-Time,Asian,English,United Kingdom,Male,Yes
5f117e6591d25951f5ac84f9,5e4fe86dabab1a000bdd6ec6,APPROVED,2020-07-17 10:33:11.300000,2020-07-17 10:37:51.040000,279.74,41,75,0,100,2020-07-17 11:37:50.121000,3A147E63,United Kingdom,United Kingdom,Full-Time,Black,English,United Kingdom,Male,No
5f117ed4d631e8524730d420,5eb2c785435d8206213ce9ed,APPROVED,2020-07-17 10:35:04.073000,2020-07-17 10:38:07.741000,183.668,20,66,0,100,2020-07-17 11:37:52.039000,3A147E63,United Kingdom,United Kingdom,Unemployed (and job seeking),Asian,English,United Kingdom,Male,Yes
5f117f33fbaf06528e79cf18,5eb92dda6d9f8302921a8887,APPROVED,2020-07-17 10:36:45.371000,2020-07-17 10:41:23.940000,278.569,24,35,0,100,2020-07-17 11:37:53.876000,3A147E63,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",Asian,English,United Kingdom,Male,No
5f117f47d5807c0009896f82,5efb03ef4cd406000b96ed93,APPROVED,2020-07-17 10:36:55.259000,2020-07-17 10:39:30.622000,155.363,21,15,0,100,2020-07-17 11:37:55.406000,3A147E63,United Kingdom,United Kingdom,Other,Mixed,English,United Kingdom,Male,No
5f117f4f0d4c133b8d079421,5d6ea2b71c79b20001fa0341,APPROVED,2020-07-17 10:46:10.793000,2020-07-17 11:02:22.839000,972.046,22,267,2,100,2020-07-17 11:37:57.631000,3A147E63,United Kingdom,United Kingdom,Full-Time,Black,English,United Kingdom,Male,No
5f117faddad45401305f1e8c,5eabeedacd810e000aa1f7f4,APPROVED,2020-07-17 10:38:39.935000,2020-07-17 10:47:50.501000,550.566,31,40,0,100,2020-07-17 11:37:59.542000,3A147E63,United Kingdom,United Kingdom,Other,Black,English,United Kingdom,Male,No
5f11801a1500353bf688dce8,5eb16725653c15067c1dfbbc,APPROVED,2020-07-17 10:40:26.774000,2020-07-17 10:44:49.500000,262.726,18,10,0,100,2020-07-17 11:38:01.292000,3A147E63,,United Kingdom,,Asian,,United Kingdom,Male,
