session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,Ethnicity (Simplified),First Language,Nationality,Sex,Student Status
5f11557cd0c63d3639de6869,5ddfb5fc6522170221905c9f,APPROVED,2020-07-17 07:38:36.085000,2020-07-17 07:44:31.012000,354.927,32,4,0,100,2020-07-17 09:01:27.229000,3A147E63,United Kingdom,United Kingdom,Part-Time,Other,English,United Kingdom,Female,No
5f1157a894a4a54d3faf07e3,5d8f95f624ea5a001550920d,APPROVED,2020-07-17 07:47:55.097000,2020-07-17 07:51:24.371000,209.274,28,54,1,100,2020-07-17 09:01:28.425000,3A147E63,United Kingdom,United Kingdom,Full-Time,Mixed,English,United Kingdom,Female,No
5f1157b8cd92f24de8553c77,5eaa8c9666e9fb00097cb3b4,APPROVED,2020-07-17 07:48:49.717000,2020-07-17 07:58:29.090000,579.373,29,4,0,100,2020-07-17 09:01:29.526000,3A147E63,United Kingdom,United Kingdom,Part-Time,Black,English,United Kingdom,Female,No
5f11580401b48a4cda39634b,5efee4111a9acf3f954d8436,APPROVED,2020-07-17 07:49:25.687000,2020-07-17 07:53:43.413000,257.726,22,12,0,100,2020-07-17 09:01:30.873000,3A147E63,United Kingdom,United Kingdom,Full-Time,Asian,English,United Kingdom,Female,No
5f1158e854ae124cc66c7717,5b95819daa1729000192b956,APPROVED,2020-07-17 07:53:17.871000,2020-07-17 08:00:33.941000,436.07,24,342,0,100,2020-07-17 09:01:31.989000,3A147E63,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",Mixed,English,United Kingdom,Female,No
5f1159021f41414d2f0046b9,5e78b3004cc50843ae8e935e,APPROVED,2020-07-17 07:53:42.413000,2020-07-17 07:59:03.292000,320.879,20,13,0,100,2020-07-17 09:01:33.079000,3A147E63,United Kingdom,United Kingdom,Unemployed (and job seeking),Asian,English,United Kingdom,Female,Yes
5f115a4e21b8db4dd6528f4d,5caf89119495a600180dfc7b,APPROVED,2020-07-17 07:59:15.840000,2020-07-17 08:03:08.386000,232.546,19,100,0,100,2020-07-17 09:01:34.149000,3A147E63,United Kingdom,United Kingdom,Other,Black,Twi,United Kingdom,Female,Yes
5f115b0574af624de9584d21,5ef6767a565f1500087c9fb3,APPROVED,2020-07-17 08:02:15.123000,2020-07-17 08:10:41.054000,505.931,33,10,0,100,2020-07-17 09:01:35.346000,3A147E63,United Kingdom,United Kingdom,Full-Time,Mixed,English,United Kingdom,Female,No
5f115ba28c30af4e6b24750d,5efe0fcd47e6e50d7acddc6a,APPROVED,2020-07-17 08:05:30.940000,2020-07-17 08:11:02.252000,331.312,33,6,0,100,2020-07-17 09:01:36.404000,3A147E63,United Kingdom,United Kingdom,Unemployed (and job seeking),Black,English,United Kingdom,Female,No
5f115bb65a066b36b734b08c,5cb34fa43c2c6000011bb078,APPROVED,2020-07-17 08:05:22.417000,2020-07-17 08:42:50.173000,2247.756,37,263,2,100,2020-07-17 09:01:37.455000,3A147E63,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",Asian,English,United Kingdom,Female,No
5f115c8e5137204e45f9ae3b,5c78452cac90ae000144bb23,APPROVED,2020-07-17 08:08:49.134000,2020-07-17 08:13:45.605000,296.471,22,142,1,100,2020-07-17 09:01:38.532000,3A147E63,United Kingdom,United Kingdom,DATA EXPIRED,Black,English,United Kingdom,Female,Yes
5f115ca91f41414e484c2070,5db5a9e04f7949000b6b1d7b,APPROVED,2020-07-17 08:09:18.581000,2020-07-17 08:13:40.887000,262.306,28,171,0,100,2020-07-17 09:01:39.755000,3A147E63,United Kingdom,United Kingdom,Full-Time,Black,English,United Kingdom,Female,No
5f115d08c304894c6edbe428,5ef37d352bd35c0ea4eadde9,APPROVED,2020-07-17 08:10:54.028000,2020-07-17 08:24:06.619000,792.591,41,11,0,100,2020-07-17 09:01:40.832000,3A147E63,United Kingdom,,Unemployed (and job seeking),Mixed,English,United Kingdom,Female,No
