session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,Ethnicity (Simplified),First Language,Nationality,Sex,Student Status
5f10720868923f06d3013c93,5d53e9abf85f0b001526f451,APPROVED,2020-07-16 15:28:08.726000,2020-07-16 15:32:49.865000,281.139,38,25,0,100,2020-07-16 16:49:34.868000,3A147E63,DATA EXPIRED,United Kingdom,DATA EXPIRED,Mixed,DATA EXPIRED,United Kingdom,Female,DATA EXPIRED
5f107315d4b3013226b1e5d3,5d28993a81b82800155cd563,APPROVED,2020-07-16 15:32:38.291000,2020-07-16 15:36:21.134000,222.843,21,131,1,100,2020-07-16 16:49:35.925000,3A147E63,United Kingdom,United Kingdom,Other,Mixed,English,United Kingdom,Female,Yes
5f107343661dcd32097527c0,5dae0481226daa0017acfb04,APPROVED,2020-07-16 15:33:23.781000,2020-07-16 15:36:35.153000,191.372,46,11,0,100,2020-07-16 16:49:36.982000,3A147E63,South Africa,United Kingdom,Full-Time,Asian,English,United Kingdom,Female,No
5f107438661dcd32097527c6,5ec7ec9a7ff48e2731fcef61,APPROVED,2020-07-16 15:37:30.812000,2020-07-16 15:39:43.123000,132.311,27,34,0,100,2020-07-16 16:49:38.238000,3A147E63,United Kingdom,United Kingdom,,Asian,English,United Kingdom,Female,
5f107451c5a6a731ad7fdb9b,5599dbe6fdf99b4a3c5bc628,APPROVED,2020-07-16 15:37:56.084000,2020-07-16 15:41:24.952000,208.868,35,981,2,100,2020-07-16 16:49:39.312000,3A147E63,United Kingdom,United Kingdom,Unemployed (and job seeking),Asian,English,United Kingdom,Female,No
5f1075a2914f5e08e8a338ed,5ccdb4aec24ebe0019f9fb49,APPROVED,2020-07-16 15:43:38.916000,2020-07-16 15:51:10.980000,452.064,57,135,0,100,2020-07-16 16:49:40.385000,3A147E63,United Kingdom,United Kingdom,Full-Time,Black,English,United Kingdom,Female,No
5f1075dcbe1cf93248ea5171,5ef390f6fd71dd10c7fac012,APPROVED,2020-07-16 15:44:34.672000,2020-07-16 15:49:32.187000,297.515,30,9,0,100,2020-07-16 16:49:41.442000,3A147E63,United Kingdom,,"Not in paid work (e.g. homemaker', 'retired or disabled)",Mixed,English,United Kingdom,Female,No
5f1075e51b822c1bd4163a4a,5d540451d39e34001ee15113,APPROVED,2020-07-16 15:44:37.718000,2020-07-16 15:49:29.521000,291.803,31,11,0,100,2020-07-16 16:49:42.697000,3A147E63,United Kingdom,,Full-Time,Mixed,English,United Kingdom,Female,No
5f1075e94aaaa10725cb030f,5ebc1f7d7b4b1100091f35d1,APPROVED,2020-07-16 15:44:45.659000,2020-07-16 15:58:48.490000,842.831,36,31,0,100,2020-07-16 16:49:43.850000,3A147E63,Montserrat,United Kingdom,Part-Time,Black,English,United Kingdom,Female,No
5f107672740d701b35a8f923,5db143c6711b3c00180fdea1,APPROVED,2020-07-16 15:47:03.585000,2020-07-16 15:52:08.553000,304.968,40,135,0,100,2020-07-16 16:49:44.988000,3A147E63,United Kingdom,United Kingdom,Full-Time,Mixed,English,United Kingdom,Female,No
